,label,source,path
40,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-01-01.wav
41,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-02-01.wav
42,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-01-01.wav
43,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-02-01.wav
44,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-01-01.wav
45,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-02-01.wav
46,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-01-01.wav
47,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-02-01.wav
48,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-01-01.wav
49,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-02-01.wav
50,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-01-01.wav
51,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-02-01.wav
52,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-01-01.wav
53,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-02-01.wav
54,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-01-01.wav
55,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-02-01.wav
56,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-01-01.wav
57,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-02-01.wav
58,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-01-01.wav
59,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-02-01.wav
60,neutral,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-01-02.wav
61,neutral,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-02-02.wav
62,neutral,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-01-02.wav
63,neutral,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-02-02.wav
64,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-01-02.wav
65,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-02-02.wav
66,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-01-02.wav
67,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-02-02.wav
68,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-01-02.wav
69,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-02-02.wav
70,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-01-02.wav
71,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-02-02.wav
72,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-01-02.wav
73,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-02-02.wav
74,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-01-02.wav
75,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-02-02.wav
76,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-01-02.wav
77,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-02-02.wav
78,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-01-02.wav
79,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-02-02.wav
80,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-01-02.wav
81,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-02-02.wav
82,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-01-02.wav
83,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-02-02.wav
84,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-01-02.wav
85,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-02-02.wav
86,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-01-02.wav
87,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-02-02.wav
88,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-01-02.wav
89,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-02-02.wav
90,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-01-02.wav
91,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-02-02.wav
92,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-01-02.wav
93,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-02-02.wav
94,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-01-02.wav
95,angry,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-02-02.wav
96,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-01-01-02.wav
97,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-01-02-02.wav
98,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-02-01-02.wav
99,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-02-02-02.wav
100,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-01-01-02.wav
101,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-01-02-02.wav
102,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-02-01-02.wav
103,fear,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-02-02-02.wav
104,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-01-01-02.wav
105,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-01-02-02.wav
106,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-02-01-02.wav
107,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-02-02-02.wav
108,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-01-01-02.wav
109,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-01-02-02.wav
110,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-02-01-02.wav
111,disgust,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-02-02-02.wav
112,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-01-01-02.wav
113,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-01-02-02.wav
114,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-02-01-02.wav
115,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-02-02-02.wav
116,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-01-01-02.wav
117,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-01-02-02.wav
118,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-02-01-02.wav
119,surprise,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-02-02-02.wav
120,neutral,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-01-01-03.wav
121,neutral,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-01-02-03.wav
122,neutral,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-02-01-03.wav
123,neutral,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-02-02-03.wav
124,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-01-01-03.wav
125,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-01-02-03.wav
126,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-02-01-03.wav
127,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-02-02-03.wav
128,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-01-01-03.wav
129,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-01-02-03.wav
130,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-02-01-03.wav
131,calm,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-02-02-03.wav
132,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-01-01-03.wav
133,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-01-02-03.wav
134,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-02-01-03.wav
135,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-02-02-03.wav
136,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-01-01-03.wav
137,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-01-02-03.wav
138,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-02-01-03.wav
139,happy,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-02-02-03.wav
140,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-01-01-03.wav
141,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-01-02-03.wav
142,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-02-01-03.wav
143,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-02-02-03.wav
144,sad,RAVDE,C:\Users\Jagjeet\AppML\Major Project Final\Pro_1.91_attention_3_Models_with_Aug\Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-01-01-03.wav
